geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
30180,-19.916833379681467,-43.94357157995254,belo horizonte,MG
30180,-19.916833379681467,-43.94357157995254,belo horizonte,MG
30180,-19.916833379681467,-43.94357157995254,belo horizonte,MG
30140,-19.922503348866126,-43.95679344087947,belo horizonte,MG
30140,-19.923096290582315,-43.95430413405277,belo horizonte,MG
30140,-19.923096290582315,-43.95430413405277,belo horizonte,MG
30380,-19.811536585348243,-43.99862902345775,belo horizonte,MG
30380,-19.849789229473686,-43.89559135548722,belo horizonte,MG
30380,-19.93409039588249,-43.95237299999999,belo horizonte,MG
31270,-19.85031920773456,-43.96215572863843,belo horizonte,MG
31270,-19.85045387344906,-43.96277021524606,belo horizonte,MG
31270,-19.850587898984287,-43.96260821524604,belo horizonte,MG
32040,-19.83566705066358,-44.034058728820625,contagem,MG
32040,-19.847493282786477,-44.04308901004629,contagem,MG
32040,-19.84885709602716,-44.04437497993383,contagem,MG
32010,-19.914565351556355,-44.08264848162811,contagem,MG
32010,-19.919141283455062,-44.122857197143006,contagem,MG
32010,-19.919141283455062,-44.122857197143006,contagem,MG
33400,-19.563507079010904,-43.91888605312745,lagoa santa,MG
33400,-19.568357898408713,-43.94873551965437,lagoa santa,MG
33400,-19.5813798808559,-43.903798251013065,lagoa santa,MG
35180,-19.527267205891217,-42.63468593331321,timoteo,MG
35180,-19.52998027060637,-42.63307160533028,timoteo,MG
35180,-19.52998027060637,-42.63307160533028,timoteo,MG
35519,-19.824682087827625,-44.961090967427275,nova serrana,MG
35519,-19.830100233518817,-44.958850284924075,nova serrana,MG
35519,-19.85495032899155,-44.98879986419059,nova serrana,MG
36506,-21.08464551967555,-42.97005854425465,uba,MG
36506,-21.09170026622801,-42.97385365967138,uba,MG
36506,-21.102763133039645,-42.96873301774611,ubá,MG
37014,-21.543245239323166,-45.44871310960243,varginha,MG
37014,-21.543245239323166,-45.44871310960243,varginha,MG
37014,-21.543245239323166,-45.44871310960243,varginha,MG
37270,-20.866480945351384,-45.28626216238548,campo belo,MG
37270,-20.872628150567145,-45.2809014275855,campo belo,MG
37270,-20.87408297663278,-45.281061523159096,campo belo,MG
37564,-22.183679336231457,-46.23907102948771,borda da mata,MG
37564,-22.18443594598503,-46.239239807077794,borda da mata,MG
37564,-22.1844818640077,-46.23918755079708,borda da mata,MG
37590,-22.214439999999968,-46.532779999999946,jacutinga,MG
37590,-22.275747863909565,-46.609102138578166,jacutinga,MG
37590,-22.27743784203557,-46.61217681592885,jacutinga,MG
11700,-24.00109676773919,-46.41254004857276,praia grande,SP
11700,-24.00109676773919,-46.41254004857276,praia grande,SP
11700,-24.00109676773919,-46.41254004857276,praia grande,SP
12225,-23.103079760396092,-45.93824249964177,sao jose dos campos,SP
12225,-23.155687607110252,-45.90267523386502,são josé dos campos,SP
12225,-23.167862999999997,-45.77875417929482,sao jose dos campos,SP
12245,-23.187044661117195,-45.886301993767574,sao jose dos campos,SP
12245,-23.187281311962607,-45.88852442922272,sao jose dos campos,SP
12245,-23.187642118789313,-45.88717340798665,sao jose dos campos,SP
12239,-23.261261134052752,-45.91046618803739,sao jose dos campos,SP
12239,-23.261387008050075,-45.90747897377227,são josé dos campos,SP
12239,-23.261414134052764,-45.9097641880374,sao jose dos campos,SP
12952,-23.047477671213503,-46.67479547760594,atibaia,SP
12952,-23.047477671213503,-46.67479547760594,atibaia,SP
12952,-23.047477671213503,-46.67479547760594,atibaia,SP
13105,-22.87674645406544,-46.96914453857696,campinas,SP
13105,-22.879508280598998,-46.967669413266776,campinas,SP
13105,-22.87952297179478,-46.968638666382695,campinas,SP
13174,-22.80517432584106,-47.267555432281135,sumare,SP
13174,-22.805364841443378,-47.268493307670674,sumare,SP
13174,-22.806793163194662,-47.27411064876795,sumare,SP
13273,-22.912148962355644,-46.95627149999999,valinhos,SP
13273,-22.92231862672676,-46.968817026293955,valinhos,SP
13273,-22.92317325717148,-46.96871912934156,valinhos,SP
13348,-23.06442669904331,-47.22783175715107,indaiatuba,SP
13348,-23.067274117067097,-47.17701132945359,indaiatuba,SP
13348,-23.069541165206015,-47.19722976888216,indaiatuba,SP
13483,-22.548385791563277,-47.44897789869583,limeira,SP
13483,-22.548848082669586,-47.44990701015147,limeira,SP
13483,-22.550088656673797,-47.4460710663339,limeira,SP
13406,-22.68067349769139,-47.70264197155058,piracicaba,SP
13406,-22.680732721443686,-47.70099050140135,piracicaba,SP
13406,-22.680732721443686,-47.70099050140135,piracicaba,SP
13506,-22.36261443228795,-47.522746135659936,rio claro,SP
13506,-22.363299813098113,-47.525349175220526,rio claro,SP
13506,-22.36459049999999,-47.52470475,rio claro,SP
13570,-22.02555965191682,-47.878681357575324,sao carlos,SP
13570,-22.026295037191982,-47.87853353372953,sao carlos,SP
13570,-22.026342407858067,-47.879644525186,sao carlos,SP
13604,-22.32077604302036,-47.37977304815626,araras,SP
13604,-22.32120706855559,-47.380933052051404,araras,SP
13604,-22.321805054992986,-47.384833279822175,araras,SP
14770,-20.7019787220026,-48.53409968258895,colina,SP
14770,-20.7019787220026,-48.53409968258895,colina,SP
14770,-20.701983931619292,-48.534945088624504,colina,SP
14870,-21.247306329848968,-48.32923527667636,jaboticabal,SP
14870,-21.2508727139561,-48.31692793434483,jaboticabal,SP
14870,-21.251255875313518,-48.32593558634308,jaboticabal,SP
15025,-20.793901781220352,-49.37844927574376,sao jose do rio preto,SP
15025,-20.794956793754906,-49.380753637554875,sao jose do rio preto,SP
15025,-20.795432378930315,-49.378530847058386,sao jose do rio preto,SP
15704,-20.267730011884883,-50.55598463628143,jales,SP
15704,-20.270310985569594,-50.55420848556958,jales,SP
15704,-20.27192137411999,-50.55171984064756,jales,SP
15808,-21.135318171244737,-48.951407792255765,catanduva,SP
15808,-21.135318171244737,-48.951407792255765,catanduva,SP
15808,-21.136045138496158,-48.95051486955393,catanduva,SP
16660,-21.727758117345886,-49.35555655638933,pongaí,SP
16660,-21.728194605489797,-49.35615052025528,pongai,SP
16660,-21.728538,-49.35589424999999,pongai,SP
17054,-22.333091469328885,-49.08591187428578,bauru,SP
17054,-22.33440401359,-49.0864976924808,bauru,SP
17054,-22.334497470713867,-49.08575344988184,bauru,SP
17032,-22.31319976048812,-49.02864469233658,bauru,SP
17032,-22.313788252306132,-49.03267859805066,bauru,SP
17032,-22.31418159977496,-49.03210273076931,bauru,SP
17212,-22.30369130142581,-48.552761943996046,jaú,SP
17212,-22.303692492094147,-48.54630416625309,jau,SP
17212,-22.303954355238577,-48.549188099616714,jau,SP
17350,-22.50647531145396,-48.56040902751119,igaracu do tiete,SP
17350,-22.506518509334292,-48.55909714349695,igaracu do tiete,SP
17350,-22.50689413441326,-48.558049015296056,igaracu do tiete,SP
17606,-21.919767098450464,-50.52625875107845,tupa,SP
17606,-21.919793676614052,-50.52628819150581,tupa,SP
17606,-21.921675197890934,-50.53358643251441,tupa,SP
18087,-23.427395265624014,-47.361136044953604,sorocaba,SP
18087,-23.428330180928047,-47.35049847269872,sorocaba,SP
18087,-23.43301803497029,-47.42273311754855,sorocaba,SP
18053,-23.47858851693297,-47.54360488272259,sorocaba,SP
18053,-23.48066424822743,-47.540434710628524,sorocaba,SP
18053,-23.48160556253111,-47.5395738406216,sorocaba,SP
18670,-22.63190699999995,-48.64402249999995,areiópolis,SP
18670,-22.663703088661798,-48.660029784742036,areiopolis,SP
18670,-22.664026049924374,-48.66032491070595,areiopolis,SP
18608,-22.84779311748564,-48.463463935751655,botucatu,SP
18608,-22.84810234318696,-48.46401247216918,botucatu,SP
18608,-22.850256086635188,-48.46831148185825,botucatu,SP
05879,-23.661747,-46.64331000000001,são paulo,SP
05879,-23.661747,-46.64331000000001,sao paulo,SP
05879,-23.685496599508983,-46.800158339606135,sao paulo,SP
06386,-23.528048470096902,-46.84012255925423,carapicuiba,SP
06386,-23.528519988432286,-46.84051901427046,carapicuiba,SP
06386,-23.528519988432286,-46.84051901427046,carapicuiba,SP
07082,-23.426265489035732,-46.542204838190315,guarulhos,SP
07082,-23.426310489035732,-46.54343333819031,guarulhos,SP
07082,-23.426314376074785,-46.541969161809675,guarulhos,SP
07094,-23.44948291118931,-46.54617219317328,guarulhos,SP
07094,-23.449491911189302,-46.5461406931733,guarulhos,SP
07094,-23.449491911189302,-46.5461406931733,guarulhos,SP
07123,-23.44002559838998,-46.52691185789715,guarulhos,SP
07123,-23.440057208436727,-46.528286395781635,guarulhos,SP
07123,-23.440228292255753,-46.529890376074775,guarulhos,SP
07193,-23.44514234471119,-46.501273676380634,guarulhos,SP
07193,-23.445204286427384,-46.50147167638062,guarulhos,SP
07193,-23.445230898695826,-46.50382783749782,guarulhos,SP
07241,-23.419756101972137,-46.382808439253736,guarulhos,SP
07241,-23.438838352761266,-46.4285739292227,guarulhos,SP
07241,-23.439163494864108,-46.4297109045242,guarulhos,SP
08010,-23.49151474493622,-46.44208296627047,são paulo,SP
08010,-23.491584628368607,-46.44276342936694,são paulo,SP
08010,-23.49159676103638,-46.43881158658898,sao paulo,SP
08090,-23.4075203119626,-46.761912555369605,são paulo,SP
08090,-23.43548389869582,-46.72353025867046,sao paulo,SP
08090,-23.473465973032866,-46.42701979462708,sao paulo,SP
08032,-23.506808175688146,-46.40826488412486,sao paulo,SP
08032,-23.506913598389986,-46.429525875382296,sao paulo,SP
08032,-23.50741764037906,-46.43094192537659,sao paulo,SP
08031,-23.49202606368976,-46.4757014239747,sao paulo,SP
08031,-23.50420019469558,-46.42666593949229,sao paulo,SP
08031,-23.504733575913182,-46.42762291479598,sao paulo,SP
08330,-23.590730566478115,-46.70653254247211,sao paulo,SP
08330,-23.590730566478115,-46.70653254247211,sao paulo,SP
08330,-23.60436775659299,-46.460209892867454,sao paulo,SP
08420,-23.53635428369771,-46.42858281505828,sao paulo,SP
08420,-23.53641797668648,-46.428903251457086,são paulo,SP
08420,-23.536417997778305,-46.429071715794315,sao paulo,SP
08452,-23.5241928440187,-46.393123348317864,sao paulo,SP
08452,-23.524228581741557,-46.38810473757863,sao paulo,SP
08452,-23.524655050233726,-46.392299586040735,sao paulo,SP
08410,-23.542146345431064,-46.41897991470158,sao paulo,SP
08410,-23.542578165323803,-46.419223804181556,sao paulo,SP
08410,-23.542963993623356,-46.41420852484273,sao paulo,SP
08576,-23.482447596074707,-46.3536209107922,itaquaquecetuba,SP
08576,-23.483259736050424,-46.353358685689535,itaquaquecetuba,SP
08576,-23.48358820688966,-46.35526162563135,itaquaquecetuba,SP
08773,-23.503850504802184,-46.19307411911747,mogi das cruzes,SP
08773,-23.503915346177635,-46.1930589219201,mogi das cruzes,SP
08773,-23.503915346177635,-46.1930589219201,mogi das cruzes,SP
11025,-23.959225592561594,-46.32041387246812,santos,SP
11025,-23.959430444082127,-46.320521181920554,santos,SP
11025,-23.960123444082125,-46.32108915638534,santos,SP
88704,-28.461287357752926,-48.98550421925678,tubarão,SC
88704,-28.466026754355934,-48.98993120003112,tubarao,SC
88704,-28.466026754355934,-48.98993120003112,tubarao,SC
88960,-29.071827,-49.6268235,sombrio,SC
88960,-29.089903561887787,-49.611397102261385,sombrio,SC
88960,-29.097524917756843,-49.64314782940392,sombrio,SC
89291,-26.264195999999995,-49.39217325,sao bento do sul,SC
89291,-26.264195999999995,-49.39217325,sao bento do sul,SC
89291,-26.26475451750194,-49.391510905226646,sao bento do sul,SC
89460,-26.03460999999993,-50.52624999999995,canoinhas,SC
89460,-26.126923898235134,-50.391726006680464,canoinhas,SC
89460,-26.132149293448485,-50.390942576546486,canoinhas,SC
90470,-30.027035735212703,-51.18114143158865,porto alegre,RS
90470,-30.027035735212703,-51.18114143158865,porto alegre,RS
90470,-30.027035735212703,-51.18114143158865,porto alegre,RS
91509,-30.076538508368134,-51.124850366495494,porto alegre,RS
91509,-30.076538508368134,-51.124850366495494,porto alegre,RS
91509,-30.076538508368134,-51.124850366495494,porto alegre,RS
92200,-29.93876598481725,-51.17888320871171,canoas,RS
92200,-29.940014307179137,-51.17947358128107,canoas,RS
92200,-29.940014307179137,-51.17947358128107,canoas,RS
95032,-28.87522534968658,-50.97776742267644,caxias do sul,RS
95032,-29.139188644261793,-51.20054393101992,caxias do sul,RS
95032,-29.1400703705017,-51.20704882566663,caxias do sul,RS
95098,-29.153953725904213,-51.159242664960665,caxias do sul,RS
95098,-29.183541137635086,-51.196586551766416,caxias do sul,RS
95098,-29.183905637402646,-51.196735150348275,caxias do sul,RS
96225,-29.589686680297437,-51.16371513669673,sao jose do norte,RS
96225,-29.87965539109942,-51.164999560487196,sao jose do norte,RS
96225,-31.633681355248115,-51.419035085105556,sao jose do norte,RS
96400,-31.30709407614439,-54.107673197582415,bage,RS
96400,-31.31086072872593,-54.10724463850023,bage,RS
96400,-31.311107627895286,-54.10833358482286,bage,RS
99523,-28.110298624854664,-52.91753041745246,almirante tamandare do sul,RS
99523,-28.111052791742267,-52.91734552535572,almirante tamandaré do sul,RS
99523,-28.112769727075285,-52.913168450127,almirante tamandare do sul,RS
01316,-23.550440311962603,-46.63837024132953,sao paulo,SP
01316,-23.550440311962603,-46.63837024132953,sao paulo,SP
01316,-23.550745766864768,-46.63829204330881,sao paulo,SP
02067,-23.503606480985646,-46.61098845406545,são paulo,SP
02067,-23.5039272982228,-46.6106382436035,sao paulo,SP
02067,-23.504184293092486,-46.61006412545441,são paulo,SP
02047,-23.516228288983875,-46.621841082340914,sao paulo,SP
02047,-23.516228288983875,-46.621841082340914,sao paulo,SP
02047,-23.516228288983875,-46.621841082340914,sao paulo,SP
02245,-23.482447731894485,-46.60518486871721,sao paulo,SP
02245,-23.482447731894485,-46.60518486871721,sao paulo,SP
02245,-23.482447731894485,-46.60518486871721,sao paulo,SP
02267,-23.476044656673796,-46.59878890161002,sao paulo,SP
02267,-23.476389537884472,-46.598088666945586,sao paulo,SP
02267,-23.47643279877663,-46.598178216486815,sao paulo,SP
02244,-23.486533250072107,-46.60489292922271,sao paulo,SP
02244,-23.48678713627446,-46.60531347737896,sao paulo,SP
02244,-23.48678713627446,-46.60531347737896,sao paulo,SP
02275,-23.464398183294698,-46.588829664571776,sao paulo,SP
02275,-23.464758436580297,-46.58964859478331,são paulo,SP
02275,-23.464845659317593,-46.587691026509184,sao paulo,SP
02420,-23.47222158451152,-46.63679355981301,são paulo,SP
02420,-23.47232153788447,-46.63734175243804,sao paulo,SP
02420,-23.47232153788447,-46.63734175243804,sao paulo,SP
03031,-23.52833381848348,-46.61941011172019,sao paulo,SP
03031,-23.52851381848348,-46.61947213725541,sao paulo,SP
03031,-23.530404929222705,-46.620002345836376,sao paulo,SP
03325,-23.5505731851232,-46.555542403687475,são paulo,SP
03325,-23.55095811019098,-46.55458844532288,são paulo,SP
03325,-23.55095811019098,-46.55458844532288,sao paulo,SP
03470,-23.566237986562495,-46.52154154304097,sao paulo,SP
03470,-23.566237986562495,-46.52154154304097,sao paulo,SP
03470,-23.566323059120528,-46.518909910208365,sao paulo,SP
03589,-23.54361140743839,-46.487594483207346,sao paulo,SP
03589,-23.5495825037509,-46.48519378282069,sao paulo,SP
03589,-23.54959749653754,-46.4848517828207,são paulo,SP
03804,-23.494409507905853,-46.48211375007212,sao paulo,SP
03804,-23.49451154373846,-46.481146937685196,sao paulo,SP
03804,-23.494538515119206,-46.48241330114256,são paulo,SP
04042,-23.60259267349109,-46.64921706032003,sao paulo,SP
04042,-23.60262455453289,-46.649283045242065,sao paulo,SP
04042,-23.60262455453289,-46.649283045242065,sao paulo,SP
04088,-23.600691869005654,-46.656291767268804,sao paulo,SP
04088,-23.600708130994338,-46.65637122551783,sao paulo,SP
04088,-23.600712447753516,-46.65626379970967,sao paulo,SP
04087,-23.60279140760459,-46.65377490724947,sao paulo,SP
04087,-23.604257734116175,-46.65519959241736,sao paulo,SP
04087,-23.604762258670455,-46.6557608237636,sao paulo,SP
04140,-23.583580155981295,-46.603243598245754,sao paulo,SP
04140,-23.59786952622771,-46.62906293158863,sao paulo,SP
04140,-23.59906716541636,-46.629272315021026,sao paulo,SP
04136,-23.60718820344507,-46.62551013711117,sao paulo,SP
04136,-23.607404822090153,-46.62508638842403,sao paulo,SP
04136,-23.607553138496158,-46.625091464337224,sao paulo,SP
04472,-23.521642375142388,-46.394654566604565,sao paulo,SP
04472,-23.52665072910926,-46.453582873675465,sao paulo,SP
04472,-23.52665072910926,-46.453582873675465,sao paulo,SP
04516,-23.600813700242416,-46.67364437968147,sao paulo,SP
04516,-23.60082077295295,-46.6736339085349,são paulo,SP
04516,-23.600893274222358,-46.67362158035657,são paulo,SP
04543,-23.585122974369835,-46.67134873164487,são paulo,SP
04543,-23.585122974369835,-46.67134873164487,sao paulo,SP
04543,-23.585122974369835,-46.67134873164487,são paulo,SP
04561,-23.588954716631036,-46.68308474049283,sao paulo,SP
04561,-23.60257747960067,-46.6946790976975,sao paulo,SP
04561,-23.60257747960067,-46.6946790976975,são paulo,SP
04583,-23.615295297247425,-46.693973073835714,sao paulo,SP
04583,-23.615303146988463,-46.69638253909967,sao paulo,SP
04583,-23.615303146988463,-46.69638253909967,sao paulo,SP
04752,-23.650737254226215,-46.708108559221266,sao paulo,SP
04752,-23.65212360034708,-46.70741200264472,sao paulo,SP
04752,-23.65223536164807,-46.70840028934157,sao paulo,SP
05037,-23.507046530431047,-46.689114406389685,sao paulo,SP
05037,-23.50704673420686,-46.68911446531281,sao paulo,SP
05037,-23.5121670313636,-46.688940670552256,sao paulo,SP
05451,-23.541057575913175,-46.703603414795985,sao paulo,SP
05451,-23.541057575913175,-46.703603414795985,sao paulo,SP
05451,-23.541070500000004,-46.703983499999985,sao paulo,SP
05577,-23.583555000000004,-46.77799049999999,são paulo,SP
05577,-23.583555000000004,-46.77799049999999,sao paulo,SP
05577,-23.583555000000004,-46.77799049999999,sao paulo,SP
05592,-23.5772327089019,-46.74145456468473,sao paulo,SP
05592,-23.5772327089019,-46.74145456468473,sao paulo,SP
05592,-23.577287344345926,-46.740797024839765,sao paulo,SP
38412,-18.911981252293817,-48.27117835775293,uberlandia,MG
38412,-18.92881104302036,-48.297518722315175,uberlandia,MG
38412,-18.92881104302036,-48.297518722315175,uberlandia,MG
39800,-17.598122491152022,-41.49369680217019,teofilo otoni,MG
39800,-17.647984060978715,-41.38679306838144,teofilo otoni,MG
39800,-17.834795101502767,-41.508838510997215,teofilo otoni,MG
40050,-12.92620395328405,-38.37589564951799,salvador,BA
40050,-12.972386471444075,-38.50434904815243,salvador,BA
40050,-12.972417660225032,-38.504379857917485,salvador,BA
40290,-12.982989158921098,-38.49533047844908,salvador,BA
40290,-12.985521925814586,-38.49690093519136,salvador,BA
40290,-12.986472053098462,-38.49458707892438,salvador,BA
40710,-12.881098497095502,-38.48164359175315,salvador,BA
40710,-12.881098497095502,-38.48164359175315,salvador,BA
40710,-12.881098497095502,-38.48164359175315,salvador,BA
41330,-12.881921514116096,-38.41081155943584,salvador,BA
41330,-12.882492888039131,-38.40848434067109,salvador,BA
41330,-12.883793590580732,-38.40961898714794,salvador,BA
45816,-12.926028317756689,-46.94373837620837,arraial d'ajuda,BA
45816,-12.928724076753292,-46.94339803502417,arraial d'ajuda,BA
45816,-16.387703999999992,-39.0410505,porto seguro,BA
48330,-11.472472422695589,-37.934545912376485,rio real,BA
48330,-11.473108555114926,-37.93003132527545,rio real,BA
48330,-11.474705332340735,-37.93096212758547,rio real,BA
48410,-10.5794487235274,-38.379498038518555,cicero dantas,BA
48410,-10.585667223767617,-38.38060378128494,cicero dantas,BA
48410,-10.585667223767617,-38.38060378128494,cicero dantas,BA
49048,-10.938681828466793,-37.063705995585245,aracaju,SE
49048,-10.938681828466793,-37.063705995585245,aracaju,SE
49048,-10.939189338046091,-37.07399572217095,aracaju,SE
50050,-8.04818977629983,-34.89072413696696,recife,PE
50050,-8.050526497085812,-34.89005772245942,recife,PE
50050,-8.050526497085812,-34.89005772245942,recife,PE
55642,-8.193350085583221,-35.54539795126177,gravata,PE
55642,-8.193525540008661,-35.54556225135703,gravatá,PE
55642,-8.193553035912833,-35.5458477224185,gravatá,PE
57084,-9.536853407022848,-35.718739205362006,maceio,AL
57084,-9.537371329447751,-35.71923133236194,maceio,AL
57084,-9.537371570633061,-35.72053810283338,maceio,AL
58028,-7.097543595898855,-34.853762048917076,joao pessoa,PB
58028,-7.097543595898855,-34.853762048917076,joão pessoa,PB
58028,-7.097543595898855,-34.853762048917076,joao pessoa,PB
58195,-6.400147500000003,-36.44684549999998,frei martinho,PB
58195,-6.401579551310011,-36.45155808881325,frei martinho,PB
58195,-6.401974578815285,-36.452185006620226,frei martinho,PB
59621,-5.164527646734168,-37.32956497462242,mossoró,RN
59621,-5.16506327488937,-37.33208706219235,mossoro,RN
59621,-5.165177397726971,-37.3367012886078,mossoro,RN
60025,-3.7233061290610956,-38.527235004991645,fortaleza,CE
60025,-3.7269897792131292,-38.527079491134735,fortaleza,CE
60025,-3.7283184271452368,-38.53000446932888,fortaleza,CE
60811,-3.756554509808138,-38.48345447391667,fortaleza,CE
60811,-3.756554509808138,-38.48345447391667,fortaleza,CE
60811,-3.756554509808138,-38.48345447391667,fortaleza,CE
61901,-3.8793426299739497,-38.620624263735415,maracanau,CE
61901,-3.8794251229607775,-38.61965507848625,maracanau,CE
61901,-3.8799321349154887,-38.61439128657612,maracanau,CE
62500,-3.369107999999944,-39.59425699999997,itapipoca,CE
62500,-3.369107999999944,-39.59425699999997,itapipoca,CE
62500,-3.369107999999944,-39.59425699999997,itapipoca,CE
64460,-5.882031,-42.6319785,agua branca,PI
64460,-5.887472668401269,-42.6378445453085,agua branca,PI
64460,-5.8875930915042165,-42.62470917378938,agua branca,PI
65081,-2.495254315104549,-44.24176427622995,sao luis,MA
65081,-2.49718754593455,-44.21412975950719,sao luis,MA
65081,-2.4999444796006705,-44.293115247706176,sao luis,MA
65980,-7.314069256118101,-47.47403047924818,carolina,MA
65980,-7.325339126758778,-47.472181847545606,carolina,MA
65980,-7.325874875831702,-47.47183067056183,carolina,MA
67133,-1.34685575262153,-48.39271325262151,ananindeua,PA
67133,-1.348613725179429,-48.412053217258844,ananindeua,PA
67133,-1.3513125447736556,-48.41253124776634,ananindeua,PA
70384,-15.826958999999992,-47.92446674999999,brasilia,DF
70384,-15.826958999999992,-47.92446674999999,brasilia,DF
70384,-15.826958999999992,-47.92446674999999,brasília,DF
19470,-21.575025,-51.980539500000006,presidente epitácio,SP
19470,-21.746026815408886,-52.08011875351202,presidente epitacio,SP
19470,-21.755854566072774,-52.10589148198015,presidente epitacio,SP
20260,-22.911700976138217,-43.211905679439056,rio de janeiro,RJ
20260,-22.912123914507525,-43.211108546482805,rio de janeiro,RJ
20260,-22.912123914507525,-43.211108546482805,rio de janeiro,RJ
20715,-22.903813288649072,-43.26963178031053,rio de janeiro,RJ
20715,-22.904019597004996,-43.2696538674478,rio de janeiro,RJ
20715,-22.904129409660097,-43.26967253176764,rio de janeiro,RJ
20920,-22.888927544624064,-43.22866916006514,rio de janeiro,RJ
20920,-22.889764226470124,-43.232781376594374,rio de janeiro,RJ
20920,-22.889803212043407,-43.232772395493186,rio de janeiro,RJ
20950,-22.90099976741302,-43.24456248793922,rio de janeiro,RJ
20950,-22.901294000836717,-43.248895915488475,rio de janeiro,RJ
20950,-22.901430929770964,-43.25065894102371,rio de janeiro,RJ
21073,-22.84543156757464,-43.27120657103709,rio de janeiro,RJ
21073,-22.845560553147912,-43.27111910046746,rio de janeiro,RJ
21073,-22.845560553147912,-43.27111910046746,rio de janeiro,RJ
21235,-22.82856549347913,-43.319441398840056,rio de janeiro,RJ
21235,-22.829461868717196,-43.31918172104579,rio de janeiro,RJ
21235,-22.829614093254097,-43.31915146237533,rio de janeiro,RJ
22231,-22.932767557851122,-43.17834623036526,rio de janeiro,RJ
22231,-22.932767557851122,-43.17834623036526,rio de janeiro,RJ
22231,-22.932767557851122,-43.17834623036526,rio de janeiro,RJ
22451,-22.80691592039829,-43.35316077453297,rio de janeiro,RJ
22451,-22.81998110713255,-43.27240419317329,rio de janeiro,RJ
22451,-22.820089107132546,-43.27266158381903,rio de janeiro,RJ
22775,-22.93758919900166,-43.37230226533555,rio de janeiro,RJ
22775,-22.93924785573767,-43.371187391662296,rio de janeiro,RJ
22775,-22.93935898306312,-43.371185648883504,rio de janeiro,RJ
23811,-22.853194714418603,-43.763764475183685,itaguai,RJ
23811,-22.853513867055156,-43.768439134638804,itaguai,RJ
23811,-22.853513867055156,-43.768439134638804,itaguai,RJ
24141,-22.87362312851284,-43.046866854290464,niteroi,RJ
24141,-22.874630698883802,-43.051426086881236,niteroi,RJ
24141,-22.874630698883802,-43.051426086881236,niteroi,RJ
24416,-22.831020459234388,-43.074919904696145,sao goncalo,RJ
24416,-22.831043854484086,-43.07430817764308,são gonçalo,RJ
24416,-22.837294203873455,-43.06311748063272,sao goncalo,RJ
25675,-22.48866648946961,-43.20221929485787,petrópolis,RJ
25675,-22.48956802652405,-43.1987840203738,petropolis,RJ
25675,-22.489678167253903,-43.196626290141666,petropolis,RJ
25925,-22.656791766423147,-43.03987010353174,mage,RJ
25925,-22.656791766423147,-43.03987010353174,mage,RJ
25925,-22.70233404240235,-43.13128940071629,mage,RJ
26070,-22.692382582200718,-43.43713847580024,nova iguacu,RJ
26070,-22.70247681187459,-43.41736929832586,nova iguaçu,RJ
26070,-22.702773156435196,-43.429698050950876,nova iguacu,RJ
26185,-22.696860924131887,-43.33229686395154,belford roxo,RJ
26185,-22.70231309099995,-43.33193249799996,belford roxo,RJ
26185,-22.704308025938527,-43.3341044682601,belford roxo,RJ
26280,-22.73814802341557,-43.48657185767492,nova iguacu,RJ
26280,-22.73814802341557,-43.486703124526784,nova iguaçu,RJ
26280,-22.738889695085312,-43.484544271510025,nova iguacu,RJ
26221,-22.7576986113088,-43.44152936201366,nova iguaçu,RJ
26221,-22.75889355918109,-43.446993621771725,nova iguacu,RJ
26221,-22.75889355918109,-43.446993621771725,nova iguacu,RJ
26550,-22.766359932474387,-43.43269214793542,mesquita,RJ
26550,-22.766370839310785,-43.43269512116067,mesquita,RJ
26550,-22.76691256893,-43.43220091553043,mesquita,RJ
27285,-22.477833330790762,-44.064405482260845,volta redonda,RJ
27285,-22.477833330790762,-44.064405482260845,volta redonda,RJ
27285,-22.483696214442407,-44.08148703593331,volta redonda,RJ
28500,-21.850667636151197,-42.26007714856484,cantagalo,RJ
28500,-21.8511057711917,-42.259605458809496,cantagalo,RJ
28500,-21.8511057711917,-42.259605458809496,cantagalo,RJ
28615,-22.251408421274263,-42.54069637599298,nova friburgo,RJ
28615,-22.29237447626299,-42.50465913032193,nova friburgo,RJ
28615,-22.295497646357212,-42.52703878859512,nova friburgo,RJ
71939,-15.792332777433858,-47.84828094435846,brasilia,DF
71939,-15.79245683886607,-47.848377727063585,brasilia,DF
71939,-15.792608305901235,-47.84842053296483,brasilia,DF
72510,-16.01900598505664,-48.019400886671455,brasília,DF
72510,-16.020237901125743,-48.020223001127135,brasilia,DF
72510,-16.02033315862326,-48.0210851829473,brasilia,DF
72641,-15.916673886428613,-48.06587875266236,brasilia,DF
72641,-15.916960181896636,-48.06406829346095,brasilia,DF
72641,-15.917444114125123,-48.06461135092864,brasilia,DF
72726,-15.666106349608476,-48.20237784830338,brasília,DF
72726,-15.666338379005321,-48.20131281363745,brasilia,DF
72726,-15.6665580045204,-48.20162900644187,brazlândia,DF
72887,-16.08274499999993,-47.93224123899995,cidade ocidental,GO
72887,-16.08274499999993,-47.93224123899995,cidade ocidental,GO
72887,-16.08274499999993,-47.93224123899995,cidade ocidental,GO
74265,-16.69210304830714,-49.288088780483726,goiania,GO
74265,-16.692605750450674,-49.290835891853476,goiania,GO
74265,-16.692665573881023,-49.28913931349895,goiânia,GO
